authorName,createTime,introduce,playTimes,songSheet,tags
歌单狂魔,2017-12-27,2017年QQ音乐站内轻音乐收藏量排行前100。<br><b,5787245,2017年度轻音乐收藏 Top 100,"安静,轻音乐,治愈"
蘑菇,2017-12-12,"从微信情感公众号发布的推文里精心挑选出来的一些走心的歌曲。",2057890,眼眶红了 | 情感推文里被安利的小众歌,"情歌,睡前,国语"
古典指弹大湿,2017-12-11,CLASSICAL&#160;JAZZ，又称蓝色古典，经典爵,54636,氤氲耳畔 | 拂去疲惫的蓝色古典,"英语,爵士,咖啡馆"
LAN费曼,2017-12-11,听过一种含蓄的表达爱意的方式，是夏目漱石的&#160;「今夜,213308,日系雨声：想念你，我有50种方式,"日语,流行,思念"
香港油麻地多嘢食,2017-09-11,由于个人喜欢动漫和古典，所以在看动漫的时候听到古典音乐都会稍,1107221,抄作业又有歌听了！动漫中的古典音乐,"古典,ACG"
空白,2017-09-12,耐得住前奏才能享受高潮，uplifting&#160;tra,550229,大气磅礴：纪录片中的Uplifting Trance,"电子,治愈"
毕业雨季,2017-12-21,最近有木有一首歌在抖音上很火，本单为大家精选了30首俄语歌，,146683,【俄语】异域的白桦，传来伏尔加河的思念,"小语种,流行"
绪井奈奈未,2017-12-06,或许有些感情不为世俗所容，但真正的爱又何惧世俗的眼光呢？看了,219763,《请以你的名呼唤我》| 细数禁忌恋电影,"影视,思念,伤感"
           私に闻いて风i,2017-12-25,这一期还是给大家分享日语歌，希望米娜桑喜欢，<br>听完适合,804483,学习累了！听完忍不住伸个懒腰の温柔系,"日语,治愈"
默笙,2017-12-19,精选弹幕999+的欧美热门歌曲<br><br>喜欢欧美歌曲的,17525594,乘公交必备热歌！让你散发撩人气场,"英语,流行"
LoVe,2017-12-25,昨天发烧了，超级难受，头一动就很晕，然后我正思索着干什么的时,287633,谁说发烧不能浪？试试“治愈”电子疗法,"英语,电子,治愈"
我同事的嘴很甜,2017-09-07,有趣，听一些民谣的时候发现旋律很熟悉，后来才发现有些民谣歌曲,1590953,你单曲循环的民谣，原来改编自外文歌,"国语,民谣"
菠萝油和冰啡走,2017-12-18,麦浚龙最广为人知的应该是耿耿于怀、念念不忘、瑕疵、罗生门还有,334607,念念不忘 | 麦浚龙的港岛恋曲,"粤语,流行,情歌"
心情如歌单,2017-12-05,跑酷（Parkour）是时下风靡全球的时尚极限运动，以日常生,144114,俄式跑酷BGM：来自暴力街区的宣泄,"英语,宣泄,运动"
还不是因为你长得不好看,2017-12-22,人生短短几十载，你难道就碌碌无为做一只咸鱼吗？<br>我可不,356056,励志：梦不再遥远，它多么耀眼,"国语,流行,励志"
香港油麻地多嘢食,2017-12-21,她的歌声甜美可爱又不失港女婊气，不能被称为唱将却总能轻唱到人,304114,薛凯琪 | 被施魔法的初恋少女音,"流行,粤语"
霓虹小知音_Nihonico,2017-12-25,&#9829;写在前面&#9829;:<br><br>哈喽，,349355,2017全球最火爆电影原声合集,"影视,学习,工作"
懒洋洋,2017-12-21,古风音乐是21世纪新出现的一种音乐风格，其特点是：歌词古典雅,438740,古风悠悠！落花有意琴声荡漾,"古风,国语"
鹿尔,2017-12-11,我这个星期去跟男神告白，不过一直没消息……一直我都是跟粉丝说,193401,民谣说，让我不再爱你，就当一次缅怀,"国语,民谣,安静"
默笙,2017-12-21,节奏党福音！<br><br>精挑细选电子人声系列<br><b,990840,激爽电子：穿梭于耳际的跃动亢奋剂,"电子,英语"
爱唱歌的小小风,2017-11-27,抽象的物理题，总是让人摸不着头脑，不知从何入手，可是再焦虑也,1019799,物理刷题必备：新古典钢琴曲,"古典,乐器,学习"
夏目杏林,2017-12-27,以前接触比较多的哥哥、黄家驹、张学友等大牌经典歌手比较多，但,1447073,香港90后新生代歌手集,"流行,安静"
谜一般的年轻人,2017-12-05,精选了粤语歌曲中地四字成语歌曲，要想粤语说得溜，除了日常用语,1135427,学会这50首成语歌名，你的粤语就冇问题了,"粤语,流行"
Mandy,2017-11-06,数据来源于Billboard官网，一个个扒过来的，歌曲也是选,329389,B榜评选：史上最伟大R&B歌手Top35,"英语,R&B,经典"
到底是谁，在背后说我帅,2017-08-25,女孩子喜欢的东西有很多，但最好送这些！列举的都是女生最爱的一,726403,敲黑板：女生最喜欢的礼物是？,"流行,约会"
还不是因为你长得不好看,2017-12-29,一年将至！又到了最冷的时候了！精选12月新歌与你相伴，温暖你,920853,暖冬陪伴！12月华语新歌与你相约,"国语,流行"
           私に闻いて风i,2017-05-22,光看漫画多没劲&#160;&#160;&#160;来加点BG,1542369,这些ACG只配超燃漫画的BGM！,ACG
叶洛洛,2017-12-10,如果有一天，轮到我来将秘密讲成故事，那我想说的故事叫做：我喜,1356472,暖系男声：暗恋是你我之间的一眼云烟 ,"国语,流行,思念"
玫瑰王,2017-10-18,韩式催眠曲听过吗，没听过可以尝试一下，效果绝对棒棒哒！,1508448,韩式催眠：单身狗睡不着的治愈方式,"韩语,睡前"
秋水浮萍任飘渺,2017-12-20,你有一双会说话的眼睛，你有善解人意的心，不知天高地厚的我，你,987966,有多少人打着歌词的幌子，说出了心里话,"国语,流行,情歌"
还不是因为你长得不好看,2017-12-18,体质真的很差！动不动就感冒生病！真的是很苦逼！妈妈也是操碎了,323403,体质太差！妈妈竟然让我去学街舞,"英语,流行,跳舞"
默笙,2017-12-11,精选欧美伤感系列：<br><br>穿透耳根的旋律<br><b,802164,用哭来释放情绪？不妨试试这单催泪剂,"英语,伤感,电子"
LoVe,2017-12-20,择一曲，终一生。虽然有一些些催眠，但绝对是急躁时最好的静心剂,484816,真空纯电Chillstep：时钟塔的转动指针,"电子,安静"
Seve7n Day Rock,2017-10-19,另类摇滚之所以叫另类摇滚，因为它本来确实是另类的、基本是没有,415985,Alternative Rock：在迂腐中的标新立异,"英语,摇滚"
温酒伴月落,2017-10-16,这是一个多雨的季节，天空常常不由分说便下起了淅淅沥沥的小雨，,157655,「德语女声」坐在出租车内看窗外霓虹,小语种
念安娜,2017-12-15,朋友圈转发的“第一批90后已经出家了”，“第一批90后已经秃,359983,佛系歌单！第一批出家90后的修仙论,"国语,流行,快乐"
秋水浮萍任飘渺,2017-12-14,教室里的不再是我们了，校园的紫荆花木棉花又吐新芽了，可我们都,3611657,青春记忆 | 90后校园岁月的流行歌曲,"国语,流行,经典"
谜一般的年轻人,2017-11-30,芳华绝代的最佳诠释！当深情的张国荣，一转温文尔雅的翩翩风度唱,779137,原来你是这样的哥哥！张国荣小黄歌合集,"粤语,流行,经典"
默笙,2017-12-14,男嗓女音的混合<br><br>足以让你挑剔的耳朵再孕<br>,1494869,默契度100%合唱集：撮合情侣的催化剂,"英语,电子"
Harry,2017-12-14,此歌单收录的歌曲主要是电子音乐，但特别之处在于，经过了后期处,745266,这些电子太卡了！直接听坏我3部手机,"英语,电子,宣泄"
K先生的猫,2017-08-25,都是我平时经常会听的粤语歌，发现很多都有钢琴弹奏，熟悉的旋律,1485887,当粤语流行变成钢琴纯音，失眠不再,"轻音乐,睡前"
安多,2017-01-04,古风对唱类歌曲的歌词之中一般都包含了一段段幽怨的情事，本歌单,1619677,古风对唱：倾尽天下换得红颜一笑,"国语,古风,流行"
二七,2018-01-10,嘤嘤嘤，好冷啊，我不想起床，我想再睡会！你放心，你听了这个单,1275203,冬日离不开被窝！懒虫起床必备BGM,"英语,流行"
沈清。,2017-12-20,精选另一张歌单《 高能预警：你听过几首歌词污污的英文歌? 》,522881,你们要的污歌：来啊造作啊不要停！,英语
陈小苏,2017-12-15,Soft&#160;Rock，就是慢摇滚的意思，此歌单选取了,1293828,忍不住微笑！让坏心情滚蛋的Soft Rock,"英语,摇滚,甜蜜"
还不是因为你长得不好看,2017-12-19,亲爱的男孩：和你在茫茫的人海中相遇，从此我知道了什么是人生的,297310,致男孩：我弃掉了所有，都是因为你,"国语,流行,甜蜜"
Sugarbling。Ada,2017-12-04,完全没想到！当独具中国特色的元素融入欧美的说唱，竟然能混搭出,221226,我们不一样！往欧美说唱加点中国元素,"英语,嘻哈"
还不是因为你长得不好看,2017-12-19,亲爱的女孩：直到遇见你，我才了解自己存在的意义；直到爱上你，,427755,致女孩：你给的全部，我都记在心里,"国语,流行,甜蜜"
懒洋洋,2017-12-14,这精选的50首纯电音！有着独特的风味。<br>广受好评，大众,3066795,耳机福利！Q音评论999+的纯电音,电子
Jane&Danny,2017-12-14,香港乐坛作曲的大神陈辉阳，香港最负盛名的作词人林夕，二人强强,1029814,“夕阳组合”：林夕+陈辉阳的招牌港乐,"粤语,流行"
不懂哥,2017-10-20,本张歌单选曲流派为雷鬼。雷鬼乐是属于四四拍的音乐，重音落在第,88400,「雷鬼」忙里偷闲，360°旋转办公椅,世界音乐
Thence、,2017-12-12,循环渐听触动听觉神经的歌曲，唯美的英伦风太过于撩人心魄。不要,683071,犯困触发蝴蝶效应？这些歌来解救你们,"英语,流行"
大大熊,2017-11-07,椅子舞的含义难以讲解清，笼统的说舞者要拿椅子来做舞蹈道具，因,77232,血槽已空！这些韩国椅子舞看了营养跟不上,"韩语,跳舞,流行"
谜一般的年轻人,2017-09-21,听着这些清新的音乐醒来，迎着清晨的阳光，发现又是美好的一天。,2178016,起床困难户禁听！听完赖床到中午,"韩语,轻音乐"
秋名山神车手,2017-08-10,金坷垃有一股神奇的魔力，无论你将世界上哪种曲调配上金坷垃的歌,406525,金坷垃，鉴定神曲的唯一标准,网络歌曲
LoVe,2017-12-08,精选Armada电音；简介：在2003年由Armin&#16,616454,Armada Tech丨穿梭于空放思想的艺术厂,"英语,电子,DJ"
Jammy。쨈이,2017-12-07,这里的韩语歌，是韩国歌手和欧美音乐人合作打造的歌曲，比平常的,565581,国际范儿 | 与欧美音乐人合作的韩语歌,"韩语,流行"
金曲之后,2017-10-17,盯鞋（Shoe-gazing，又称自赏），是摇滚乐的一个分支,80533,「国产盯鞋派」我们不是高冷，只是社交恐惧,摇滚
猪仔,2017-06-21,还见啥，再见，偷吃了我榴莲班戟的前任,2688725,我们不要再见了，洗头好累，洗发水更贵,国语
桃Tao音乐志,2017-12-16,Billboard告示牌邀请到乐评人＼音乐人＼电台DJ等专业,563145,Billboard告示牌官方推荐2017百大金曲,"英语,流行,电子"
风吹草地,2017-12-14,尤其想去日本看樱花，听说每年赏樱以后，晚上还能穿着和服去花火,151539,日系桜の50首：与風妖怪相遇的那天,"日语,治愈,轻音乐"
ROCK~,2017-07-17,歌单灵感：<br>某乎上的提问：为什么荷兰盛产世界DJ，所以,3197466,世界级DJ王国荷兰：高空中的强劲电流,"DJ,电子"
冰的唐葫芦,2017-12-14,很久没有看综艺看的这么认真，从第一集的故宫篇到现在的湖北博物,391557,CCTV文博探索节目《国家宝藏》BGM,"背景音乐,思念"
小叮当,2017-12-15,张一山又又又演网剧啦！收视率保障的张一山，凭借着实力演技，这,1853339,《柒个我》：解读不一样的自己,"国语,影视"
沈清。,2017-12-19,愿大家喜欢上用感情唱歌的瑞秋。,182473,瑞秋：她的情怨悲欢在每声颤音中弥漫,英语
枯燥的读书人,2017-08-08,Chillstep<br>前年年底去贝加尔湖时，认识了一位将,4480135,降低音量：抑郁患者的百首Chillstep,电子
猪仔,2017-08-07,大二，原本想学工业设计，结果现在却变成了广告狗，惭愧，惭愧,427536,ID设计狗推荐！科技产品展会宣传专用,背景音乐
乌龙茶,2017-08-04,日本声优，可萌可御，可攻可柔，可卡通，只有你想不到，没有你听,1059057,简直是最恐怖的存在！日本声优大盘点,流行
DJ顾念晨,2017-12-08,我有一段时间没有做爵士歌单了，但细心的听友可以发现，我往期的,540930,跪拜石榴裙，50位爵士女伶慵懒集,"英语,爵士"
古典指弹大湿,2017-12-19,根据英国留声机杂志（Gramophone&#160;Maga,47865,留声机杂志评选：世界交响乐团TOP20,古典
Kiss Me,2017-11-09,是不是你们也有这种烦恼，大清早的要上学上班起不来怎么办，就算,1632125,专治起床后慵懒症：这些歌比早餐还美味,"英语,快乐,流行"
虛榮少女,2017-12-15,2017年韩国嘻哈界专辑&单曲年末完整版收藏指南！从最火的S,215747,嘻哈进阶｜人手必备的韩国HipHop收藏指南,"韩语,嘻哈"
           私に闻いて风i,2017-03-03,随着流行电子的风靡，日系电子舞曲也渐渐引起了电子爱好者的注意,427091,日系/电子：我有孤独与烈酒 是否跟我一起抖,"日语,电子,快乐"
☆星之人☆,2017-12-01,本歌单根据recochoku动画音乐网站每月网络下载量排行，,76328,【2017.11】recochoku日本动画单曲月榜,"日语,ACG"
LoVe,2017-12-12,Epic&#160;Vibes厂牌：风格普遍清新，但受众较小,224197,Epic Vibes：捎上一首清新电子去追梦,"电子,旅行"
秋水浮萍任飘渺,2017-12-04,歌单收录腾讯代理&研发的游戏BGM，腾讯游戏，用心创造快乐,887205,腾讯游戏BGM : 用心创造快乐,"背景音乐,影视,快乐"
冷门单曲酱,2017-12-14,突然听到love&#160;home&#160;瞬间感觉世界,291862,吃太撑不消化：饭后消食的轻柔纯音,轻音乐
Wuli凡凡,2017-08-23,说起江南，首先便想到它的亭台楼阁、小桥流水。在烟雨朦胧中，独,878873,江南风骨 | 落花人独立，烟雨燕双飞,"国语,流行"
钰莞夭夭,2017-12-04,听完这些攻气满满的女声，简直令我沉醉其中。真的女生帅起来根本,1135986,拿下直女？就用这些古风女攻音！ ,"国语,古风"
DesTiny,2017-10-29,歌单大部分风格为hardstyle^big&#160;roo,1143843,Boom！老年人听了都想蹦迪的核能节奏,"电子,英语"
鹿尔,2017-11-21,咳咳，这次比较正经，找了50个中国90后青年。封面是侯明昊小,1303720,要粉吗？50位有个性有实力的90后小青年,"国语,流行,治愈"
＂忘川ˉ,2017-11-02,我的梦中一直住着一个女孩，但我却始终看不清她的模样。我问她的,1151647,想娶喜欢民谣的女孩！因为她们懂爱情,"国语,民谣"
卡哇伊多多_南西洋,2017-12-05,大名鼎鼎的香港作词人夕爷，似乎对日本有着不一样的情结，在他的,741093,林夕眼里不一样的霓虹国,"粤语,流行"
